vendor_id,order_hour,day_of_week,item_count,is_peak_hour,historical_delay_avg,prep_time_minutes
89,20,6,2,1,6.35,20.85
133,6,1,8,0,0.0,19.44
121,18,3,9,1,5.47,34.99
136,7,3,6,0,1.52,23.01
135,18,0,10,1,9.78,44.03
181,4,4,2,0,0.34,12.95
191,18,4,7,1,0.31,21.7
142,8,4,6,0,1.28,16.55
113,18,1,3,1,7.05,24.1
153,7,6,4,0,1.51,16.64
14,8,3,1,0,0.88,11.51
77,14,0,7,0,5.71,26.12
120,0,1,6,0,1.96,19.0
181,20,5,5,1,2.36,24.73
86,13,4,10,1,1.57,36.43
139,0,3,2,0,0.81,10.61
74,11,5,7,0,5.5,32.91
191,19,6,11,1,0.72,36.57
133,21,0,9,1,0.72,28.91
26,21,2,3,1,4.08,20.88
111,13,2,4,1,0.0,22.88
36,18,0,10,1,5.7,30.17
159,21,4,5,1,1.85,20.19
188,8,4,2,0,3.35,10.66
135,11,2,10,0,10.49,32.89
142,12,4,6,1,0.0,23.8
20,9,3,3,0,0.58,7.8
194,19,4,1,1,3.9,20.27
35,19,4,1,1,10.25,14.77
24,14,1,4,0,1.87,10.54
99,21,6,10,1,0.64,33.74
126,3,1,2,0,2.38,12.74
64,10,5,2,0,3.09,13.23
198,12,2,11,1,6.02,29.96
79,15,1,10,0,2.84,30.32
68,12,0,6,1,4.69,27.3
68,18,5,8,1,4.12,33.91
192,6,1,10,0,7.09,27.0
119,13,2,8,1,6.01,32.95
163,13,4,5,1,2.11,20.46
168,10,4,5,0,0.18,18.87
38,23,5,11,0,0.0,26.03
125,16,0,4,0,0.01,19.11
166,12,6,10,1,5.65,30.7
107,9,4,4,0,0.63,17.16
12,7,1,2,0,9.9,16.77
15,12,3,5,1,0.46,23.03
68,16,1,2,0,6.1,15.1
170,13,0,1,1,3.73,19.94
182,17,0,6,0,2.12,19.91
96,13,1,6,1,0.74,20.96
196,16,2,3,0,0.79,11.1
88,13,2,7,1,3.2,27.43
126,20,2,5,1,1.84,19.39
78,19,4,8,1,1.81,28.69
51,8,6,10,0,10.66,34.4
55,18,1,5,1,4.64,27.66
113,20,6,6,1,8.62,39.52
171,2,4,5,0,3.89,16.33
120,13,0,7,1,3.98,26.78
42,12,0,10,1,4.04,29.06
67,11,2,2,0,0.31,15.59
147,15,0,1,0,4.36,11.27
93,21,5,5,1,3.65,20.09
9,18,1,8,1,4.22,21.15
100,14,5,2,0,0.95,13.58
159,9,5,4,0,1.52,16.8
114,11,4,2,0,3.48,10.93
112,20,4,7,1,0.09,24.57
18,20,1,9,1,3.52,30.97
18,18,1,6,1,0.0,24.0
188,10,2,5,0,1.65,22.25
192,20,4,3,1,8.35,23.59
169,0,6,4,0,0.0,23.45
98,17,6,6,0,2.07,21.64
164,5,0,5,0,2.22,21.06
123,18,0,3,1,0.02,15.38
59,18,2,2,1,0.0,20.08
15,18,1,6,1,0.61,22.3
150,10,4,11,0,0.0,27.57
173,12,1,5,1,2.33,22.42
103,13,5,10,1,1.69,35.12
167,14,4,2,0,0.67,8.74
111,12,1,2,1,0.39,14.85
174,14,6,9,0,0.41,20.83
153,20,1,6,1,1.02,19.91
70,8,0,3,0,12.64,17.66
178,11,4,7,0,0.62,25.4
82,19,6,3,1,3.6,17.54
68,17,5,2,0,6.26,19.22
44,10,3,3,0,6.75,16.9
155,14,2,9,0,11.86,29.74
51,23,1,9,0,9.78,32.16
64,16,3,9,0,0.0,19.71
39,10,0,2,0,1.9,8.6
121,11,1,3,0,4.7,17.68
165,8,0,3,0,0.0,15.62
92,19,6,6,1,3.33,30.2
109,17,3,8,0,2.24,18.62
117,16,2,7,0,3.42,21.85
148,21,3,10,1,2.87,35.65
144,15,2,11,0,2.75,26.09
110,10,1,2,0,0.0,6.43
23,21,2,7,1,1.97,30.23
10,21,5,1,1,3.56,14.53
191,19,4,5,1,0.0,22.88
144,12,2,11,1,2.36,35.81
21,2,5,7,0,0.95,23.28
154,13,5,10,1,1.49,35.42
136,10,2,6,0,1.58,17.19
191,18,2,10,1,0.98,25.8
70,17,2,4,0,14.24,29.9
80,14,0,8,0,0.0,21.48
109,16,3,8,0,0.0,17.51
27,20,6,1,1,0.76,12.57
154,11,4,5,0,1.86,18.81
3,21,1,6,1,1.9,28.53
9,20,1,11,1,2.49,34.04
13,19,6,10,1,5.65,35.75
154,20,0,1,1,1.38,16.82
187,14,5,1,0,3.99,10.3
197,20,2,11,1,5.38,36.05
87,22,6,8,0,3.6,29.4
59,10,2,11,0,0.0,30.89
46,13,4,9,1,1.98,28.04
163,10,1,6,0,2.63,20.02
199,8,1,6,0,5.68,24.85
112,18,5,1,1,0.0,16.81
188,19,1,7,1,2.97,30.32
145,12,1,6,1,0.97,25.01
135,13,0,4,1,8.3,25.39
107,21,0,8,1,2.98,30.26
152,12,1,7,1,1.55,21.13
129,19,0,10,1,0.0,30.46
118,21,1,2,1,0.59,18.78
31,13,4,11,1,1.05,34.82
66,12,5,9,1,0.84,31.97
138,10,1,4,0,5.19,13.99
124,9,2,6,0,0.42,23.14
46,13,1,7,1,4.95,25.8
79,11,6,3,0,2.1,18.96
112,15,0,7,0,0.0,22.38
55,11,0,4,0,0.24,17.35
191,21,1,8,1,0.0,22.85
58,21,2,6,1,1.35,32.46
107,11,3,1,0,1.33,12.01
188,9,5,7,0,3.12,28.1
17,1,1,4,0,2.18,19.0
91,18,3,2,1,0.0,12.76
172,8,1,5,0,1.02,20.89
67,21,2,8,1,0.51,26.78
173,16,3,1,0,3.82,11.93
126,12,4,6,1,1.85,19.46
48,18,3,6,1,2.23,22.96
66,23,6,2,0,2.91,13.19
144,21,4,11,1,2.43,30.63
141,7,1,7,0,10.23,26.75
155,22,4,8,0,12.27,31.67
85,12,6,11,1,1.82,34.09
12,13,1,4,1,11.83,31.49
163,15,1,4,0,3.73,21.52
111,12,2,10,1,0.17,30.79
31,22,0,7,0,2.97,20.45
100,7,2,4,0,0.34,18.01
12,21,1,11,1,11.16,33.84
97,21,5,7,1,2.24,38.29
149,21,1,1,1,0.0,16.0
23,21,6,8,1,2.88,29.56
133,12,2,6,1,0.0,26.45
113,14,3,1,0,5.23,5.83
62,11,0,6,0,1.99,21.0
34,9,0,10,0,9.3,29.41
195,12,4,6,1,2.8,21.98
22,20,6,5,1,0.1,29.14
118,9,3,3,0,2.24,14.47
88,10,6,1,0,3.27,10.25
130,17,1,1,0,3.36,17.37
146,16,0,8,0,0.0,24.93
77,11,0,1,0,2.54,13.18
46,18,3,8,1,3.92,30.88
2,11,1,3,0,9.95,16.26
149,20,3,5,1,0.34,16.34
83,19,1,11,1,0.04,36.83
100,18,6,10,1,0.0,31.83
150,4,0,1,0,2.83,10.89
80,9,5,6,0,0.81,26.84
169,15,5,3,0,0.91,16.34
179,13,0,7,1,8.94,33.91
98,20,2,1,1,1.31,15.24
179,21,0,10,1,7.39,32.59
164,21,5,3,1,2.37,19.44
7,11,3,4,0,0.94,14.74
103,13,2,8,1,0.0,30.22
26,14,5,3,0,4.86,17.19
97,18,4,8,1,3.22,29.47
151,11,5,2,0,8.27,19.51
57,5,1,11,0,0.34,30.94
3,9,0,11,0,5.85,31.57
55,15,2,7,0,4.01,31.97
169,18,2,5,1,0.0,24.55
137,22,3,10,0,0.74,26.01
6,13,2,8,1,0.06,33.02
127,13,4,8,1,5.05,29.49
70,22,1,8,0,12.87,29.0
139,15,0,3,0,1.36,8.54
125,19,0,1,1,0.84,20.41
43,19,0,1,1,0.38,17.25
173,16,1,8,0,0.03,24.08
137,11,2,7,0,2.9,24.38
177,19,4,11,1,2.51,32.71
130,14,4,8,0,2.66,27.73
159,11,4,9,0,0.02,30.06
11,18,2,4,1,1.25,20.5
157,16,2,1,0,1.58,7.22
91,18,3,7,1,1.35,26.34
78,16,0,4,0,0.0,8.67
148,23,2,3,0,3.1,19.12
178,13,6,4,1,2.5,26.84
32,12,0,3,1,1.47,17.95
115,23,2,5,0,3.42,20.32
120,10,5,10,0,2.67,31.34
148,14,5,1,0,2.73,20.17
42,20,0,7,1,2.56,29.16
40,0,6,7,0,1.34,24.83
40,5,6,4,0,0.38,20.99
2,19,1,11,1,10.26,40.09
192,18,0,4,1,5.75,27.76
112,18,1,5,1,0.58,23.98
174,17,6,3,0,0.0,15.68
66,20,3,7,1,3.68,24.28
153,19,2,4,1,0.71,18.33
101,23,1,8,0,0.11,18.98
27,22,6,5,0,2.39,16.67
82,19,5,8,1,2.2,30.94
16,12,6,5,1,0.0,26.29
163,6,3,6,0,4.96,22.73
2,22,6,5,0,9.15,23.49
180,18,4,11,1,0.69,32.12
37,12,5,6,1,0.32,31.15
158,17,6,2,0,3.78,16.83
62,22,2,1,0,1.55,11.43
41,7,3,2,0,0.01,13.07
168,22,3,5,0,0.35,18.29
118,15,2,6,0,1.68,22.91
17,6,6,1,0,2.23,19.2
128,20,0,5,1,4.62,26.81
134,12,2,5,1,2.36,23.73
67,12,0,2,1,1.05,16.67
178,13,5,7,1,1.14,29.13
95,14,0,8,0,4.68,26.8
110,19,3,6,1,0.0,15.66
63,15,4,11,0,5.19,26.89
139,17,4,6,0,2.45,19.81
185,18,4,8,1,1.12,31.01
8,10,2,5,0,4.76,19.31
84,20,0,1,1,0.75,16.7
198,22,6,8,0,6.56,29.53
12,18,3,4,1,10.19,27.35
72,20,4,3,1,0.0,14.6
61,12,5,9,1,2.37,27.01
32,10,6,7,0,0.0,25.25
13,11,1,11,0,6.17,29.66
191,19,5,10,1,0.31,32.8
13,19,6,5,1,5.58,22.44
172,14,4,11,0,0.0,29.85
137,19,3,4,1,1.07,20.43
123,10,3,6,0,0.82,20.56
68,17,6,10,0,6.33,33.8
106,18,1,7,1,0.62,25.42
184,12,2,3,1,7.39,22.78
133,12,4,4,1,0.0,18.3
76,1,5,9,0,4.74,30.45
62,11,2,10,0,2.18,29.31
162,23,4,1,0,4.14,7.97
16,17,4,4,0,1.27,23.9
94,16,1,5,0,2.95,16.31
110,19,6,6,1,0.0,29.57
16,19,1,4,1,0.44,16.43
183,22,2,9,0,7.89,25.49
143,9,5,10,0,3.04,31.17
180,13,2,7,1,3.41,29.12
194,7,6,5,0,2.93,24.84
46,20,1,1,1,4.41,18.27
115,17,0,8,0,2.7,21.35
138,15,2,5,0,3.19,13.59
52,18,2,7,1,3.97,28.57
23,21,6,9,1,1.49,29.27
156,7,4,1,0,1.67,9.35
16,18,5,11,1,0.0,34.68
167,21,1,3,1,1.15,14.95
140,12,5,1,1,9.71,22.27
90,20,0,5,1,1.83,25.2
7,13,4,4,1,0.0,15.58
187,16,2,8,0,6.3,30.85
133,19,5,5,1,0.83,18.27
121,18,1,5,1,4.79,21.61
145,10,6,9,0,0.66,28.48
176,9,1,2,0,0.0,14.97
200,15,1,9,0,5.06,26.29
74,18,0,8,1,3.79,24.6
143,13,6,10,1,1.29,34.85
127,11,5,8,0,3.88,28.02
102,13,3,6,1,3.91,27.18
196,11,4,4,0,1.72,15.77
143,11,0,4,0,2.16,21.89
37,7,6,4,0,1.27,18.3
75,8,0,10,0,1.75,29.41
158,21,3,5,1,3.25,26.36
55,10,0,6,0,5.04,22.95
164,5,3,7,0,1.49,27.02
111,20,2,6,1,0.0,27.33
184,13,2,8,1,7.62,29.81
161,13,4,4,1,1.38,19.1
64,12,3,2,1,2.31,17.82
153,19,6,6,1,1.8,24.45
160,12,6,8,1,2.43,31.55
166,23,5,3,0,4.32,17.94
16,16,3,11,0,0.93,33.39
185,22,0,1,0,0.74,10.09
24,15,2,1,0,1.97,8.25
157,10,1,2,0,3.45,11.18
42,17,1,11,0,1.87,31.44
196,18,0,11,1,1.1,30.42
19,15,2,3,0,2.12,11.84
103,14,6,4,0,0.86,22.94
21,6,2,4,0,3.93,17.52
186,2,2,7,0,3.05,21.82
160,4,1,9,0,3.58,26.95
14,11,1,8,0,0.91,25.98
112,21,5,2,1,0.0,18.35
111,12,6,3,1,1.25,18.92
88,14,3,5,0,2.35,18.49
26,19,1,3,1,3.53,20.0
113,9,5,6,0,8.37,27.91
86,21,5,5,1,2.57,29.3
196,13,5,1,1,1.74,16.77
161,12,6,1,1,0.44,15.11
189,23,0,9,0,2.5,24.35
12,19,1,10,1,10.85,37.06
90,19,0,1,1,0.48,10.18
109,13,5,2,1,0.71,16.39
68,20,0,6,1,6.26,28.16
122,18,2,5,1,5.96,23.79
173,11,6,10,0,2.54,22.15
191,6,4,11,0,0.0,25.34
158,16,4,4,0,3.52,18.27
178,13,6,11,1,1.83,34.33
195,16,3,11,0,2.38,29.81
53,19,1,4,1,9.15,24.62
79,22,1,8,0,0.0,26.4
119,21,2,8,1,6.59,27.68
70,13,4,5,1,13.02,30.55
15,9,6,5,0,0.0,21.86
180,5,5,5,0,1.06,18.06
98,18,6,11,1,1.78,36.17
5,20,3,5,1,2.69,20.45
158,7,2,3,0,2.59,10.74
139,19,0,8,1,0.0,25.85
183,10,4,10,0,6.23,34.6
33,15,4,1,0,0.0,3.0
184,12,5,6,1,7.38,33.1
36,21,5,5,1,3.59,32.76
144,17,0,1,0,0.0,11.72
130,12,0,3,1,2.49,16.22
161,12,2,9,1,3.45,29.55
36,20,1,1,1,7.0,19.63
169,11,6,2,0,0.0,15.63
6,15,5,9,0,0.0,26.53
38,5,3,11,0,0.38,28.84
42,14,4,10,0,1.85,29.45
97,10,6,10,0,5.25,35.72
36,9,5,1,0,4.81,19.0
104,10,1,8,0,1.99,29.85
185,13,2,5,1,1.99,27.17
9,21,2,1,1,2.0,12.6
149,9,4,5,0,0.33,13.82
155,12,0,3,1,13.73,30.13
75,19,6,7,1,3.32,26.34
139,12,2,6,1,1.73,30.35
158,3,2,3,0,3.99,12.92
50,12,5,3,1,0.0,24.52
140,16,3,8,0,11.34,31.11
49,22,6,9,0,2.08,31.13
28,22,0,4,0,2.87,22.36
48,5,1,6,0,2.2,21.01
97,10,6,2,0,2.73,21.78
193,12,3,7,1,7.6,34.15
95,17,0,7,0,4.73,28.13
44,7,5,1,0,7.4,16.41
59,18,3,2,1,0.0,11.66
182,18,1,9,1,0.81,24.43
131,14,0,9,0,2.28,29.93
95,12,4,5,1,5.37,23.16
182,12,5,10,1,1.77,28.79
23,14,0,6,0,2.01,18.04
9,5,0,6,0,0.93,20.18
125,17,0,9,0,0.9,28.4
156,13,6,3,1,0.0,18.1
36,16,6,6,0,5.76,30.21
87,19,4,9,1,2.65,30.28
186,14,4,1,0,4.35,11.19
68,19,6,5,1,4.81,19.79
185,11,5,10,0,0.0,29.01
61,18,6,8,1,1.26,29.26
193,8,2,9,0,6.92,27.1
41,13,4,10,1,0.0,29.54
98,13,0,10,1,1.74,31.02
169,8,2,9,0,0.6,26.62
179,22,1,2,0,8.92,15.88
187,16,4,7,0,4.2,26.31
70,23,3,3,0,11.11,14.47
57,13,3,10,1,0.9,32.95
148,18,1,3,1,0.9,12.65
37,10,6,4,0,0.03,18.99
192,9,3,9,0,6.45,24.69
115,19,1,6,1,2.63,21.76
133,19,6,11,1,0.0,36.43
4,19,0,8,1,2.09,26.83
18,13,3,4,1,1.07,20.6
199,6,2,4,0,5.54,20.92
9,12,6,11,1,1.68,34.07
152,19,2,11,1,1.56,36.62
184,11,2,6,0,6.84,20.73
70,11,2,8,0,13.13,28.49
21,12,1,8,1,2.44,26.73
3,8,5,3,0,3.85,15.66
180,21,4,4,1,1.78,17.72
158,11,6,9,0,5.44,30.87
84,18,6,8,1,0.0,27.23
55,12,0,2,1,1.4,15.33
95,21,6,10,1,6.25,38.67
159,19,4,9,1,0.76,28.4
136,13,5,9,1,1.64,33.8
51,20,6,6,1,11.29,32.91
84,9,6,11,0,1.44,33.69
54,12,6,10,1,7.07,38.73
131,21,6,6,1,1.64,26.99
138,18,2,9,1,2.85,25.98
81,20,1,9,1,6.52,29.8
3,17,1,3,0,4.68,12.92
105,16,5,11,0,6.17,34.14
191,10,5,11,0,1.87,33.3
80,18,0,1,1,1.54,19.58
27,11,5,9,0,0.98,28.55
5,19,3,6,1,1.98,24.38
132,12,0,5,1,1.01,21.02
125,14,6,11,0,3.09,29.98
131,18,1,1,1,1.44,10.04
130,13,0,8,1,1.1,24.78
24,23,5,3,0,1.21,18.65
40,11,3,4,0,0.45,12.02
140,9,5,10,0,9.88,30.11
136,7,4,4,0,1.17,14.45
123,11,5,1,0,0.0,11.68
33,21,6,3,1,1.37,21.22
125,18,1,2,1,0.87,12.55
156,23,1,4,0,0.65,22.67
93,21,1,7,1,3.64,26.61
84,4,3,9,0,0.0,26.8
23,16,4,4,0,1.37,16.88
100,13,4,5,1,0.31,20.99
90,4,0,1,0,1.84,11.98
115,19,2,5,1,1.94,22.2
38,9,5,6,0,0.0,19.18
3,19,5,8,1,6.88,28.33
175,13,1,5,1,4.63,22.33
2,12,2,6,1,9.05,32.2
37,12,4,4,1,1.26,19.58
145,20,0,1,1,1.44,18.79
7,12,5,3,1,0.2,18.94
170,8,6,3,0,3.63,18.94
177,22,3,2,0,3.37,9.4
22,12,5,1,1,2.05,19.91
46,13,0,9,1,3.25,32.79
58,16,5,9,0,1.95,31.82
131,11,5,2,0,2.03,14.54
48,16,3,7,0,0.65,18.29
51,20,6,4,1,10.12,32.14
83,9,3,7,0,1.98,24.35
1,6,0,3,0,0.97,17.51
26,11,4,9,0,4.12,27.73
151,17,2,3,0,7.38,16.37
101,10,2,8,0,0.2,20.3
133,23,6,5,0,0.32,16.25
160,22,6,8,0,1.93,27.68
185,14,2,4,0,3.34,19.71
30,15,0,1,0,0.0,13.13
32,19,2,8,1,1.1,30.77
56,14,3,4,0,7.57,20.91
64,20,0,6,1,1.16,25.16
20,15,0,10,0,2.63,26.7
152,22,1,11,0,0.0,25.13
14,22,1,1,0,0.0,3.82
96,8,5,9,0,2.17,24.57
146,16,1,5,0,0.81,12.54
51,6,4,7,0,10.77,32.58
96,9,1,10,0,2.51,31.06
58,19,4,5,1,1.59,25.12
73,16,6,7,0,0.0,21.41
122,13,5,9,1,5.67,35.86
138,18,1,11,1,3.83,35.47
75,17,2,11,0,4.38,33.04
116,23,1,8,0,6.0,27.55
41,22,0,6,0,0.0,18.54
63,17,3,6,0,4.92,25.08
24,6,0,2,0,1.19,7.6
92,9,6,4,0,2.77,22.57
52,9,5,10,0,5.35,33.2
18,17,4,1,0,2.43,7.29
180,9,2,10,0,0.0,20.73
197,12,3,6,1,5.01,23.1
23,19,3,1,1,0.0,18.56
192,16,4,10,0,6.34,33.55
115,17,5,6,0,2.53,21.41
109,17,6,3,0,0.62,20.45
37,19,1,2,1,1.75,18.17
34,10,4,1,0,8.67,14.64
9,17,2,2,0,2.4,12.51
58,13,6,7,1,0.0,25.28
85,6,0,2,0,0.55,13.63
136,21,6,6,1,1.5,25.56
154,19,3,5,1,2.25,22.17
144,19,5,11,1,1.98,39.17
62,23,6,2,0,0.24,15.92
65,7,5,3,0,1.01,18.35
170,16,1,6,0,3.22,22.52
177,12,5,11,1,5.13,33.48
54,10,0,5,0,5.67,16.41
61,7,5,1,0,1.7,13.9
191,7,0,5,0,1.37,18.1
12,11,2,9,0,11.65,37.66
181,14,4,5,0,1.74,17.43
64,16,3,6,0,0.0,12.11
159,15,4,2,0,1.41,7.94
143,17,1,2,0,2.39,17.65
1,22,3,9,0,0.0,24.15
100,18,2,1,1,0.0,20.54
9,19,1,9,1,5.02,28.45
170,18,3,6,1,1.98,19.36
90,18,3,6,1,1.46,22.1
130,17,3,5,0,3.29,21.67
67,9,4,3,0,0.0,17.33
139,20,3,3,1,1.94,20.55
199,11,5,10,0,7.47,34.29
134,12,2,6,1,1.16,21.56
48,19,5,4,1,0.71,20.57
72,9,0,8,0,0.03,21.55
67,18,5,10,1,0.12,35.44
20,14,4,4,0,2.26,11.54
146,8,0,6,0,2.15,17.38
167,16,6,6,0,1.35,23.38
55,5,4,11,0,2.08,24.56
182,13,5,3,1,0.62,19.25
10,13,1,7,1,5.16,24.9
86,13,1,9,1,1.64,24.0
87,14,0,7,0,2.85,21.51
133,18,1,8,1,0.0,28.03
188,19,2,6,1,2.91,24.44
22,23,1,6,0,0.0,17.5
41,9,5,11,0,1.15,29.5
198,17,1,11,0,4.36,26.95
81,17,3,4,0,5.17,24.64
164,12,4,3,1,1.26,19.58
119,18,5,3,1,5.31,22.91
39,23,2,10,0,1.32,27.89
185,16,2,6,0,0.0,16.98
154,18,0,5,1,1.71,27.65
40,17,0,9,0,2.65,27.17
172,9,0,10,0,0.0,23.53
97,9,3,7,0,2.65,24.61
92,20,1,9,1,4.19,32.92
76,10,4,1,0,4.53,12.54
199,16,3,11,0,5.94,33.25
56,11,1,11,0,8.95,32.66
128,17,1,1,0,6.56,18.62
102,22,1,8,0,3.72,24.51
71,20,0,11,1,4.94,36.96
81,18,3,10,1,5.26,28.89
121,6,6,6,0,3.92,20.98
100,9,4,1,0,0.05,10.32
138,17,5,11,0,4.5,33.41
19,11,5,3,0,1.18,11.37
151,17,4,5,0,7.06,26.16
12,15,3,4,0,11.46,24.33
13,10,6,2,0,4.75,19.66
43,14,6,7,0,0.57,21.33
166,21,5,5,1,6.81,27.52
156,19,1,1,1,0.0,15.95
107,17,1,2,0,1.38,9.89
121,13,6,1,1,4.94,17.34
46,17,4,9,0,4.39,27.74
100,6,4,8,0,0.0,26.16
10,11,6,2,0,3.78,19.5
81,17,5,9,0,5.91,32.28
179,16,5,11,0,9.56,37.2
140,16,0,3,0,10.23,20.01
49,10,4,8,0,2.4,20.93
136,8,1,4,0,1.71,15.51
132,10,2,7,0,1.85,19.29
176,19,3,7,1,0.04,27.36
158,21,0,1,1,6.17,18.13
14,20,2,1,1,0.0,16.15
102,20,5,2,1,3.95,20.15
58,12,6,5,1,1.88,30.03
47,19,1,3,1,0.77,15.36
191,14,6,11,0,0.86,35.44
197,11,6,10,0,3.05,28.37
76,20,6,6,1,5.12,24.61
98,12,5,5,1,1.25,25.14
175,11,1,9,0,2.89,21.11
93,20,6,4,1,4.75,24.33
96,6,5,2,0,2.32,16.96
35,18,1,7,1,11.02,34.83
136,9,2,11,0,0.0,30.78
98,12,0,10,1,2.24,30.53
199,22,5,2,0,7.13,23.12
78,7,4,7,0,0.45,21.11
145,20,2,7,1,0.31,25.41
132,19,6,3,1,1.76,23.36
24,11,3,3,0,1.39,11.41
77,14,5,3,0,5.25,18.34
124,22,0,5,0,0.93,16.67
199,20,3,2,1,6.97,25.22
176,18,6,7,1,2.92,31.47
55,20,3,4,1,0.69,18.25
52,19,5,3,1,6.79,25.98
166,8,6,4,0,6.99,19.18
96,3,5,1,0,2.89,13.01
197,10,1,7,0,1.92,19.92
175,3,5,2,0,4.88,18.56
105,15,6,6,0,7.84,24.05
109,16,5,9,0,1.69,23.89
30,10,0,4,0,0.0,15.28
89,23,6,8,0,5.14,34.55
59,1,3,11,0,0.52,29.26
76,9,4,3,0,4.27,16.99
42,8,4,4,0,2.71,18.98
28,19,0,3,1,2.08,19.67
121,21,1,9,1,4.23,25.84
145,5,4,11,0,1.67,24.73
179,5,1,10,0,9.0,36.35
171,17,3,10,0,2.91,25.77
67,10,4,6,0,1.14,22.47
11,13,6,5,1,0.61,18.95
84,16,0,10,0,0.84,29.2
163,8,3,6,0,1.98,16.92
102,22,2,4,0,2.4,20.21
79,18,5,7,1,1.21,23.92
158,17,1,2,0,2.38,16.07
71,13,0,11,1,2.67,32.6
128,14,2,10,0,4.83,31.47
163,12,0,6,1,2.13,20.58
149,6,3,7,0,0.0,19.53
78,15,1,9,0,0.55,28.79
163,22,0,5,0,4.7,19.62
141,12,0,7,1,9.03,31.29
31,20,1,3,1,2.56,19.1
30,17,5,5,0,0.34,16.5
79,21,2,8,1,2.81,31.57
16,18,6,6,1,1.99,27.07
81,11,5,9,0,5.52,26.64
94,0,4,3,0,2.18,16.18
166,13,6,6,1,6.85,29.19
8,17,2,2,0,7.29,16.5
10,13,6,3,1,4.13,16.7
144,14,2,4,0,0.0,16.33
46,12,3,7,1,2.97,25.0
185,13,6,4,1,0.91,16.7
187,14,5,8,0,6.44,28.72
16,10,3,5,0,0.78,18.15
113,13,0,10,1,8.59,31.51
44,17,1,1,0,7.19,20.19
115,18,4,10,1,3.3,32.53
55,16,0,8,0,2.59,17.61
23,9,3,6,0,0.32,20.69
89,1,0,5,0,7.54,24.25
12,17,0,4,0,11.48,27.5
46,10,1,5,0,1.49,11.25
134,11,2,1,0,0.0,9.34
3,22,1,1,0,3.25,8.07
132,18,5,2,1,0.25,21.53
150,12,3,7,1,0.2,26.88
71,19,2,4,1,3.88,24.42
9,16,1,5,0,1.57,18.05
177,12,2,8,1,4.54,30.31
160,15,1,9,0,3.82,21.27
26,17,4,11,0,4.13,28.9
147,15,6,8,0,5.04,30.25
74,7,3,3,0,4.17,19.74
130,4,3,5,0,2.52,18.17
191,20,2,11,1,1.06,31.69
32,13,0,8,1,0.48,30.6
176,8,3,7,0,0.0,15.25
189,15,6,8,0,2.46,30.88
153,13,4,10,1,0.06,28.89
176,14,6,11,0,0.49,31.3
70,19,1,11,1,13.82,41.35
181,19,2,1,1,1.25,17.24
73,12,3,6,1,0.0,20.74
60,6,2,6,0,1.54,23.72
131,21,0,2,1,1.96,16.84
167,18,6,8,1,1.41,31.28
30,17,1,5,0,0.0,16.72
14,16,1,2,0,1.87,11.99
74,10,2,2,0,5.75,18.41
81,21,3,9,1,7.91,35.34
15,12,3,6,1,0.58,24.63
133,14,0,11,0,0.0,31.33
134,12,4,10,1,2.95,40.43
5,21,2,4,1,1.14,22.44
137,16,3,3,0,3.65,15.33
146,7,5,8,0,0.71,24.01
143,12,4,6,1,2.82,30.14
112,11,0,10,0,0.97,25.07
154,12,4,6,1,2.39,24.17
72,8,1,2,0,0.61,11.35
63,13,4,3,1,5.16,20.74
45,2,6,3,0,0.39,18.1
20,8,4,10,0,0.39,23.82
94,18,1,5,1,2.32,19.26
165,15,1,3,0,1.6,14.38
112,11,4,2,0,1.51,9.77
33,10,1,9,0,0.0,22.63
65,10,0,5,0,4.28,22.08
148,18,1,1,1,1.47,16.15
92,16,2,3,0,3.68,11.49
161,19,4,2,1,1.61,15.72
192,18,0,8,1,6.09,32.61
29,20,5,4,1,2.82,24.72
12,15,3,10,0,11.11,33.36
3,18,5,5,1,4.38,26.06
158,14,3,4,0,5.29,16.68
200,17,3,9,0,4.23,31.36
189,21,3,6,1,2.39,21.49
129,13,0,3,1,0.0,21.11
124,18,5,4,1,0.86,27.02
178,18,5,11,1,1.05,36.58
156,18,3,5,1,0.0,24.32
145,13,6,6,1,1.79,30.46
164,16,3,8,0,1.78,27.86
37,20,2,10,1,1.89,30.93
50,12,0,11,1,0.0,35.15
53,19,3,8,1,8.15,31.87
144,20,6,6,1,2.58,26.56
25,9,4,5,0,1.65,19.09
91,21,5,2,1,0.33,18.9
33,18,5,1,1,0.09,16.16
160,4,0,4,0,3.32,19.91
108,18,1,7,1,4.57,24.81
81,22,3,5,0,7.36,20.03
141,14,2,6,0,10.11,21.69
144,18,1,2,1,1.2,15.32
113,20,0,4,1,9.33,27.0
24,23,5,9,0,2.51,21.78
83,18,1,5,1,0.0,20.34
169,14,1,6,0,0.0,14.7
163,13,5,8,1,3.63,31.8
151,19,3,8,1,7.52,32.63
161,16,6,6,0,3.0,19.51
51,6,3,8,0,10.46,28.5
182,21,1,5,1,0.19,21.19
149,8,3,8,0,1.33,21.86
75,8,6,9,0,4.09,31.16
31,12,1,7,1,2.79,22.93
136,15,1,2,0,1.79,16.29
120,18,2,1,1,3.72,12.17
147,12,0,7,1,1.07,29.81
109,15,1,4,0,1.64,15.47
23,21,4,2,1,0.16,11.77
192,15,5,7,0,6.51,31.01
155,5,6,6,0,11.78,33.82
103,15,0,3,0,2.5,14.31
152,18,4,9,1,0.0,26.82
32,20,3,1,1,2.28,16.91
25,11,4,2,0,2.1,20.75
